p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	ensembl
4.55703421725529e-15	1.44123192004453	0.085	0.03	1.0111147521246e-10	T1:Posterior RhSp cells_35	bf3-278	bf_00000292
4.72578374169954e-15	0.955122159919461	0.19	0.098	1.04855689660829e-10	T1:Posterior RhSp cells_35	bf8-997	bf_00010352
5.28751295041139e-15	1.29286259288874	0.09	0.033	1.17319337343728e-10	T1:Posterior RhSp cells_35	bf1620-787	bf_00006776
5.59443127568605e-15	0.772407685414966	0.162	0.078	1.24129241144922e-10	T1:Posterior RhSp cells_35	bf3-445	bf_00000468
5.70276654278262e-15	1.21481413388691	0.125	0.055	1.26532984051261e-10	T1:Posterior RhSp cells_35	bf2-1582	bf_00005553
6.07825357263765e-15	0.764252598917775	0.273	0.163	1.34864290269684e-10	T1:Posterior RhSp cells_35	bf4-298	bf_00008045
6.10156283678041e-15	0.76103468759159	0.266	0.158	1.35381476222484e-10	T1:Posterior RhSp cells_35	bf15-615	bf_00019581
6.10913231933145e-15	1.19189157066443	0.127	0.055	1.35549427901326e-10	T1:Posterior RhSp cells_35	bf10-169	bf_00017837
6.18605600332552e-15	1.44375497403753	0.103	0.041	1.37256210601787e-10	T1:Posterior RhSp cells_35	bf8-48	bf_00009363
6.22209695836262e-15	0.938084689168861	0.14	0.063	1.3805588731215e-10	T1:Posterior RhSp cells_35	bf1-126	bf_00002153
6.29271641931927e-15	0.194962125877446	0.976	0.92	1.39622791911856e-10	T1:Posterior RhSp cells_35	bf1-1522	bf_00003570
6.93523207940563e-15	0.717031468251205	0.291	0.178	1.53878929377852e-10	T1:Posterior RhSp cells_35	bf19-268	bf_00024821
7.61056806586096e-15	0.907358533036359	0.161	0.077	1.68863284245323e-10	T1:Posterior RhSp cells_35	bf5-293	bf_00016677
7.77937236653794e-15	1.34804254659761	0.091	0.034	1.72608714068744e-10	T1:Posterior RhSp cells_35	bf1620-463	bf_00006445
7.85823659737719e-15	1.08458692587557	0.119	0.05	1.74358553622605e-10	T1:Posterior RhSp cells_35	bf17-832	bf_00026269
7.9267267203716e-15	0.598625788447799	0.309	0.188	1.75878212471605e-10	T1:Posterior RhSp cells_35	bf17-664	bf_00026105
8.23439165446275e-15	1.37033110616867	0.086	0.031	1.82704682029219e-10	T1:Posterior RhSp cells_35	bf1-717	bf_00002753
9.06549780495047e-15	0.350971448378126	0.824	0.693	2.01145265296241e-10	T1:Posterior RhSp cells_35	bf2-1321	bf_00005289
9.07235412780587e-15	0.689792693651002	0.267	0.156	2.01297393387757e-10	T1:Posterior RhSp cells_35	bf5-483	bf_00016898
9.42990067605402e-15	0.210920205168215	0.983	0.917	2.09230636200287e-10	T1:Posterior RhSp cells_35	bf5-591	bf_00017003
9.47709305134917e-15	0.835646439148033	0.202	0.106	2.10277740623335e-10	T1:Posterior RhSp cells_35	bf1-663	bf_00002699
9.50523266568204e-15	0.492880700026807	0.398	0.263	2.10902102386153e-10	T1:Posterior RhSp cells_35	bf4-1526	bf_00009293
9.56642275548808e-15	0.183229655033924	0.995	0.971	2.12259788098769e-10	T1:Posterior RhSp cells_35	bf9-667	bf_00015740
9.59286340654467e-15	0.50519208108263	0.449	0.306	2.12846453264413e-10	T1:Posterior RhSp cells_35	bf7-847	bf_00011751
9.65831176943191e-15	0.581189344336873	0.25	0.141	2.14298621540155e-10	T1:Posterior RhSp cells_35	bf1620-210	bf_00006200
1.08233606488025e-14	0.804813722411662	0.193	0.1	2.4014872607563e-10	T1:Posterior RhSp cells_35	bf2-664	bf_00004641
1.09113654933238e-14	0.175791148597177	0.991	0.964	2.42101377565869e-10	T1:Posterior RhSp cells_35	bf8-584	bf_00009927
1.13167445050283e-14	0.731064705799704	0.275	0.162	2.51095927077568e-10	T1:Posterior RhSp cells_35	bf3-682	bf_00000708
1.1775895874278e-14	1.662614621028	0.046	0.011	2.61283577658479e-10	T1:Posterior RhSp cells_35	bf1-1007	bf_00003050
1.3300920856936e-14	0.453338908558254	0.436	0.288	2.95120831973695e-10	T1:Posterior RhSp cells_35	bf19-780	bf_00025361
1.38177932860993e-14	1.18745489161016	0.095	0.036	3.06589197431972e-10	T1:Posterior RhSp cells_35	bf3-855	bf_00000881
1.39580270820705e-14	1.00698918695294	0.128	0.056	3.0970070489698e-10	T1:Posterior RhSp cells_35	bf18-440	bf_00023906
1.46466550936149e-14	3.39213894886791	0.02	0.002	3.24979983217128e-10	T1:Posterior RhSp cells_35	bf1620-1345	bf1620_1345
1.46548181173703e-14	1.68138440004155	0.067	0.021	3.25161104388212e-10	T1:Posterior RhSp cells_35	bf2-1067	bf_00005036
1.48897461652528e-14	0.773120612357673	0.32	0.203	3.30373687914628e-10	T1:Posterior RhSp cells_35	bf1-524	bf_00002561
1.53081286739886e-14	0.623570000575807	0.398	0.269	3.39656759018458e-10	T1:Posterior RhSp cells_35	bf2-1127	bf_00005101
1.58419162361467e-14	0.147676939294659	0.256	0.142	3.51500437447624e-10	T1:Posterior RhSp cells_35	bf12-436	bf_00014134
1.65308357162018e-14	0.182348119177625	0.98	0.923	3.66786182871085e-10	T1:Posterior RhSp cells_35	bf4-360	bf_00008112
1.6864467458797e-14	0.847388642208158	0.188	0.097	3.74188803975787e-10	T1:Posterior RhSp cells_35	bf8-227	bf_00009561
1.71109449423984e-14	1.13716258571351	0.104	0.042	3.79657646381936e-10	T1:Posterior RhSp cells_35	bf3-128	bf_00000129
1.77231646794209e-14	0.745172516302192	0.209	0.112	3.93241577906992e-10	T1:Posterior RhSp cells_35	bf12-694	bf_00014422
1.89745199458126e-14	0.168562215070379	0.984	0.93	4.2100664855769e-10	T1:Posterior RhSp cells_35	bf17-443	bf_00025870
2.1460463579471e-14	0.673001920322419	0.277	0.165	4.76164765901302e-10	T1:Posterior RhSp cells_35	bf12-808	bf_00014538
2.35834639387682e-14	1.15123529307103	0.087	0.032	5.23269897873389e-10	T1:Posterior RhSp cells_35	bf1-1231	bf_00003284
2.47571748233289e-14	1.26131230870508	0.111	0.046	5.49312194980021e-10	T1:Posterior RhSp cells_35	bf8-366	bf_00009709
2.5243900593073e-14	0.762894292024699	0.247	0.142	5.60111666359104e-10	T1:Posterior RhSp cells_35	bf3-927	bf_00000949
2.55139743153708e-14	0.506212114145403	0.342	0.213	5.66104062109447e-10	T1:Posterior RhSp cells_35	bf6-562	bf_00012866
2.77487292950149e-14	1.14821054396591	0.14	0.065	6.1568880559779e-10	T1:Posterior RhSp cells_35	bf5-989	bf_00017405
2.98945247893326e-14	0.753641263177467	0.263	0.156	6.63299716025713e-10	T1:Posterior RhSp cells_35	bf1-212	bf1_212
3.03761059482176e-14	0.643614615830147	0.384	0.258	6.73985038779052e-10	T1:Posterior RhSp cells_35	bf9-109	bf_00015164
3.06013540907683e-14	1.68673977478599	0.066	0.021	6.78982844565967e-10	T1:Posterior RhSp cells_35	bf10-237	bf_00017908
3.44353018187459e-14	0.670268020253578	0.291	0.176	7.64050476754333e-10	T1:Posterior RhSp cells_35	bf9-1099	bf_00016176
3.52525799350568e-14	0.924813117591819	0.244	0.142	7.82184243599039e-10	T1:Posterior RhSp cells_35	bf4-444	bf_00008204
3.66275993201233e-14	0.468894887536355	0.564	0.42	8.12693173714897e-10	T1:Posterior RhSp cells_35	bf4-537	bf_00008299
3.90528005032589e-14	0.369736172477735	0.736	0.595	8.66503537566309e-10	T1:Posterior RhSp cells_35	bf2-1716	bf_00005696
4.05512093657135e-14	1.41568909760226	0.075	0.026	8.9975023340645e-10	T1:Posterior RhSp cells_35	bf6-315	bf_00012609
4.16401241829811e-14	0.172996410113139	0.985	0.927	9.23911075371985e-10	T1:Posterior RhSp cells_35	bf12-292	bf12_292
4.35163398379746e-14	0.212366580436629	0.967	0.89	9.65540548324982e-10	T1:Posterior RhSp cells_35	bf19-525	bf_00025088
4.4404482693511e-14	1.10230207909585	0.096	0.038	9.85246662003622e-10	T1:Posterior RhSp cells_35	bf14-293	bf_00021692
4.49233033354366e-14	0.459460718305394	0.542	0.403	9.96758254406668e-10	T1:Posterior RhSp cells_35	bf3-1403	bf_00001425
4.53232400343234e-14	0.631475012028758	0.269	0.159	1.00563204988157e-09	T1:Posterior RhSp cells_35	bf7-910	bf_00011818
4.99981175232237e-14	1.14588060816446	0.086	0.032	1.10935823160529e-09	T1:Posterior RhSp cells_35	bf2-654	bf_00004632
5.00098984917299e-14	0.583821430272586	0.318	0.199	1.1096196277345e-09	T1:Posterior RhSp cells_35	bf6-648	bf_00012951
5.12839420895702e-14	1.34842056272388	0.062	0.019	1.13788810708338e-09	T1:Posterior RhSp cells_35	bf19-433	bf_00024988
5.31838156305943e-14	0.842306539807237	0.184	0.095	1.18004250121163e-09	T1:Posterior RhSp cells_35	bf18-84	bf_00023554
5.61535877899871e-14	0.30963390886924	0.844	0.725	1.24593580588423e-09	T1:Posterior RhSp cells_35	bf15-733	bf_00019708
5.66645024638819e-14	0.558857774343409	0.332	0.205	1.25727198066861e-09	T1:Posterior RhSp cells_35	bf10-371	bf_00018050
5.79449999752509e-14	1.12120665697199	0.123	0.055	1.28568365945087e-09	T1:Posterior RhSp cells_35	bf3-175	bf_00000182
5.82503467599558e-14	1.92183055749866	0.049	0.013	1.2924586939099e-09	T1:Posterior RhSp cells_35	bf1-1742	bf_00003796
6.15383070519648e-14	0.383282812274021	0.402	0.258	1.36541195686899e-09	T1:Posterior RhSp cells_35	bf8-440	bf_00009783
6.36312510259856e-14	0.923998787506264	0.118	0.051	1.41185019776457e-09	T1:Posterior RhSp cells_35	bf19-328	bf_00024881
6.37856036866868e-14	0.428514927091235	0.509	0.365	1.41527497460021e-09	T1:Posterior RhSp cells_35	bf5-883	bf_00017302
6.47914485842492e-14	0.419119888892694	0.555	0.407	1.43759266118732e-09	T1:Posterior RhSp cells_35	bf1620-1430	bf_00007446
6.84661059342159e-14	1.15474766856549	0.085	0.031	1.51912595846838e-09	T1:Posterior RhSp cells_35	bf2-1665	bf_00005642
7.00073253207018e-14	1.27941563071105	0.123	0.055	1.55332253421573e-09	T1:Posterior RhSp cells_35	bf19-135	bf_00024670
7.1133560255287e-14	0.351728103141772	0.713	0.569	1.57831143494431e-09	T1:Posterior RhSp cells_35	bf14-328	bf_00021729
7.60580225694919e-14	1.17003196675552	0.1	0.041	1.68757540477189e-09	T1:Posterior RhSp cells_35	bf3-1257	bf_00001270
7.68665166602472e-14	0.482982141078134	0.296	0.179	1.70551427165756e-09	T1:Posterior RhSp cells_35	bf2-906	bf_00004874
7.70286138558873e-14	2.26624449768446	0.04	0.009	1.70911088423443e-09	T1:Posterior RhSp cells_35	bf6-705	bf_00013010
7.74503941346528e-14	0.972459924629304	0.139	0.065	1.71846934505968e-09	T1:Posterior RhSp cells_35	bf6-177	bf_00012466
8.14097746494398e-14	0.399820318346675	0.635	0.497	1.80632007992177e-09	T1:Posterior RhSp cells_35	bf8-680	bf_00010024
8.35908229552014e-14	0.773931497552788	0.4	0.287	1.85471317973001e-09	T1:Posterior RhSp cells_35	bf1-81	bf1_81
8.41017948827795e-14	1.91092198251251	0.048	0.012	1.86605062485911e-09	T1:Posterior RhSp cells_35	bf6-732	bf_00013036
8.71023827978348e-14	0.672999217641007	0.26	0.152	1.93262766951836e-09	T1:Posterior RhSp cells_35	bf17-527	bf_00025961
8.97424728214382e-14	0.972044884220497	0.132	0.06	1.99120598696207e-09	T1:Posterior RhSp cells_35	bf12-134	bf_00013810
9.97913475235255e-14	1.20623967010855	0.099	0.04	2.21417041885198e-09	T1:Posterior RhSp cells_35	bf4-944	bf_00008707
1.01400223031656e-13	0.709048098388652	0.198	0.106	2.24986814862638e-09	T1:Posterior RhSp cells_35	bf13-5	bf_00022531
1.04483900251517e-13	0.835248319342927	0.203	0.112	2.31828877878066e-09	T1:Posterior RhSp cells_35	bf1-267	bf_00002305
1.05092145529062e-13	2.40915913870195	0.025	0.004	2.33178452499882e-09	T1:Posterior RhSp cells_35	bf2-346	bf_00004325
1.07547434174542e-13	0.295647963068355	0.884	0.807	2.38626246946474e-09	T1:Posterior RhSp cells_35	bf1-1724	bf_00003779
1.15926130645725e-13	0.53434826989974	0.404	0.27	2.57216898676735e-09	T1:Posterior RhSp cells_35	bf7-1175	bf_00012085
1.17910957133443e-13	0.169586104195801	0.993	0.963	2.61620831687682e-09	T1:Posterior RhSp cells_35	bf1620-1108	bf_00007104
1.19617976967302e-13	0.412045306204815	0.37	0.234	2.65408367295051e-09	T1:Posterior RhSp cells_35	bf2-1964	bf_00005962
1.29857921447888e-13	0.498662463164577	0.472	0.337	2.88128756108574e-09	T1:Posterior RhSp cells_35	bf11-658	bf_00020870
1.41579040378336e-13	0.401916047071671	0.314	0.19	3.14135574791452e-09	T1:Posterior RhSp cells_35	bf2-820	bf2_820
1.42230009485702e-13	1.28924513727059	0.114	0.05	3.15579945046875e-09	T1:Posterior RhSp cells_35	bf1620-1429	bf_00007445
1.43241338215269e-13	0.30297933216929	0.696	0.53	3.1782388123204e-09	T1:Posterior RhSp cells_35	bf3-1561	bf_00001598
1.45569977538178e-13	0.663260060688514	0.259	0.153	3.2299066616171e-09	T1:Posterior RhSp cells_35	bf1-98	bf_00002118
1.54051840296707e-13	0.43768757598254	0.457	0.318	3.41810223250332e-09	T1:Posterior RhSp cells_35	bf8-1121	bf_00010470
1.58256424334741e-13	0.766259947424123	0.202	0.111	3.51139354313922e-09	T1:Posterior RhSp cells_35	bf15-571	bf_00019536
1.66842132290489e-13	1.95334812729475	0.03	0.006	3.70189323126136e-09	T1:Posterior RhSp cells_35	bf14-907	bf14_907
1.94342046075934e-13	0.933102559886375	0.111	0.048	4.31206131833283e-09	T1:Posterior RhSp cells_35	bf4-1046	bf_00008807
1.99320384135527e-13	1.05693593391839	0.12	0.054	4.42252068319906e-09	T1:Posterior RhSp cells_35	bf8-1127	bf_00010476
2.04149254469156e-13	0.62658380306765	0.213	0.117	4.52966365816164e-09	T1:Posterior RhSp cells_35	bf14-347	bf14_347
2.12264033238117e-13	1.00237756202256	0.123	0.055	4.70971436948734e-09	T1:Posterior RhSp cells_35	bf6-452	bf_00012757
2.16959961893202e-13	0.380574503792281	0.445	0.299	4.81390763448637e-09	T1:Posterior RhSp cells_35	bf3-920	bf_00000943
2.21365460800074e-13	0.668580559043599	0.239	0.137	4.91165684423205e-09	T1:Posterior RhSp cells_35	bf10-730	bf_00018414
2.25355267152374e-13	1.39380578224087	0.077	0.027	5.00018266757688e-09	T1:Posterior RhSp cells_35	bf7-136	bf_00001458
2.34775192263545e-13	0.791499079515686	0.17	0.087	5.20919196594354e-09	T1:Posterior RhSp cells_35	bf3-484	bf3_484
2.50244095165954e-13	1.78626728419862	0.063	0.021	5.5524159835422e-09	T1:Posterior RhSp cells_35	bf1620-840	bf_00006824
2.53149634028008e-13	1.10596533556694	0.107	0.045	5.61688407981345e-09	T1:Posterior RhSp cells_35	bf1-1470	bf_00003519
2.56217262757985e-13	2.58623786777226	0.025	0.004	5.68494862607418e-09	T1:Posterior RhSp cells_35	bf9-792	bf_00015863
2.61935517167667e-13	0.995452985040425	0.174	0.091	5.8118252549162e-09	T1:Posterior RhSp cells_35	bf7-46	bf_00010911
2.64485374941887e-13	2.18180277549047	0.037	0.008	5.86840149921059e-09	T1:Posterior RhSp cells_35	bf11-307	bf_00020512
2.71161690373066e-13	1.17886708216628	0.1	0.042	6.01653558599758e-09	T1:Posterior RhSp cells_35	bf9-233	bf_00015300
2.7797440676411e-13	2.1973429276261	0.045	0.012	6.16769613728207e-09	T1:Posterior RhSp cells_35	bf3-1150	bf_00001162
2.82250823673923e-13	0.427707825886531	0.439	0.3	6.262581275677e-09	T1:Posterior RhSp cells_35	bf17-923	bf_00026363
2.98352986925057e-13	0.663410747119184	0.25	0.147	6.61985607389317e-09	T1:Posterior RhSp cells_35	bf18-442	bf_00023908
3.08345711730747e-13	0.573542231407387	0.251	0.146	6.84157465188182e-09	T1:Posterior RhSp cells_35	bf5-790	bf_00017206
3.12408870861887e-13	1.08696224310028	0.092	0.037	6.93172802668355e-09	T1:Posterior RhSp cells_35	bf5-682	bf_00017094
3.25659552525083e-13	0.838591538981997	0.128	0.059	7.22573415142654e-09	T1:Posterior RhSp cells_35	bf10-843	bf_00018531
3.36280165919689e-13	0.530012235028525	0.387	0.259	7.46138432142606e-09	T1:Posterior RhSp cells_35	bf8-821	bf_00010163
3.39431526249077e-13	0.844044870525131	0.155	0.077	7.53130670441451e-09	T1:Posterior RhSp cells_35	bf3-1346	bf_00001360
3.40226098820753e-13	0.250894478598078	0.56	0.393	7.54893668063486e-09	T1:Posterior RhSp cells_35	bf18-499	bf_00023971
3.4494077536965e-13	1.14190499910412	0.123	0.056	7.65354592390179e-09	T1:Posterior RhSp cells_35	bf1-1031	bf_00003074
3.46697924259146e-13	2.0599577594028	0.03	0.006	7.69253354346192e-09	T1:Posterior RhSp cells_35	bf17-851	bf_00026286
3.64349308140703e-13	1.08126357350557	0.127	0.059	8.08418244902593e-09	T1:Posterior RhSp cells_35	bf9-383	bf_00015455
4.00213047914477e-13	0.96501447137251	0.155	0.078	8.87992710712641e-09	T1:Posterior RhSp cells_35	bf2-1621	bf_00005594
4.0782680362207e-13	0.968531984024557	0.079	0.029	9.04886111876649e-09	T1:Posterior RhSp cells_35	bf4-798	bf_00008565
4.46747620762154e-13	1.20276068207983	0.074	0.026	9.91243620947068e-09	T1:Posterior RhSp cells_35	bf8-314	bf_00009656
4.50540886764703e-13	0.632865913344357	0.251	0.148	9.99660119553524e-09	T1:Posterior RhSp cells_35	bf3-333	bf_00000351
4.53925226801647e-13	2.0426142706008	0.033	0.007	1.00716929322749e-08	T1:Posterior RhSp cells_35	bf19-53	bf_00024586
4.77650710985264e-13	0.958984524921195	0.098	0.04	1.0598113975341e-08	T1:Posterior RhSp cells_35	bf18-1013	bf_00024490
5.01445582283123e-13	0.884003583021642	0.211	0.121	1.11260745796979e-08	T1:Posterior RhSp cells_35	bf1620-776	bf_00006767
5.01456596957098e-13	1.70687088514736	0.053	0.016	1.11263189732841e-08	T1:Posterior RhSp cells_35	bf2-1857	bf_00005836
5.10968780209644e-13	0.607333018666985	0.24	0.139	1.13373752952916e-08	T1:Posterior RhSp cells_35	bf4-449	bf_00008207
5.22772810903554e-13	1.16396037201647	0.111	0.049	1.15992831283281e-08	T1:Posterior RhSp cells_35	bf10-835	bf_00018523
5.38337767600896e-13	0.207329119216882	0.938	0.842	1.19446383875287e-08	T1:Posterior RhSp cells_35	bf12-423	bf_00014121
5.4126226666457e-13	0.941880221761844	0.133	0.063	1.20095271727535e-08	T1:Posterior RhSp cells_35	bf14-568	bf_00021962
5.75263150611695e-13	0.677947497184169	0.256	0.155	1.27639387857723e-08	T1:Posterior RhSp cells_35	bf19-384	bf_00024940
6.16653240973864e-13	1.10231092739638	0.115	0.051	1.36823021107281e-08	T1:Posterior RhSp cells_35	bf15-568	bf_00019533
6.55038041941451e-13	0.715507375815661	0.262	0.159	1.45339840745969e-08	T1:Posterior RhSp cells_35	bf1620-214	bf_00006205
7.1143680076303e-13	1.35365904717374	0.077	0.028	1.57853597353301e-08	T1:Posterior RhSp cells_35	bf1-124	bf_00002151
7.70933126677879e-13	0.81681015693573	0.128	0.059	1.71054642147288e-08	T1:Posterior RhSp cells_35	bf9-169	bf_00015227
7.91816834072728e-13	0.483023171288969	0.31	0.195	1.75688319144057e-08	T1:Posterior RhSp cells_35	bf14-1111	bf_00022517
7.93533651153516e-13	0.445277527083516	0.445	0.314	1.76069246517942e-08	T1:Posterior RhSp cells_35	bf17-382	bf_00025815
7.98830196047477e-13	0.969523370544537	0.119	0.054	1.77244443899014e-08	T1:Posterior RhSp cells_35	bf18-519	bf_00023990
8.26032187637724e-13	0.625371355723331	0.263	0.159	1.83280021793058e-08	T1:Posterior RhSp cells_35	bf3-303	bf_00000318
8.42653477219778e-13	2.59192453554147	0.022	0.003	1.86967953525524e-08	T1:Posterior RhSp cells_35	bf11-663	bf_00009084
9.58705934130928e-13	0.459785183151527	0.347	0.226	2.1271767266497e-08	T1:Posterior RhSp cells_35	bf8-896	bf_00010242
9.69849866299447e-13	0.531332597147534	0.197	0.106	2.15190288334521e-08	T1:Posterior RhSp cells_35	bf17-1023	bf17_1023
1.00732232506692e-12	1.89703366929907	0.045	0.012	2.23504677485849e-08	T1:Posterior RhSp cells_35	bf4-1137	bf4_1137
1.0187433137395e-12	0.329016750319239	0.756	0.593	2.26038766452519e-08	T1:Posterior RhSp cells_35	bf6-1347	bf_00013658
1.05566417221053e-12	1.3111175990225	0.086	0.034	2.34230766530072e-08	T1:Posterior RhSp cells_35	bf1-1215	bf_00003270
1.0757484453841e-12	0.598771847424095	0.343	0.228	2.38687065061823e-08	T1:Posterior RhSp cells_35	bf11-124	bf_00020305
1.18585500230527e-12	0.558668204235466	0.343	0.225	2.63117507911493e-08	T1:Posterior RhSp cells_35	bf7-1063	bf_00011971
1.20870033893845e-12	0.558164905607893	0.31	0.197	2.68186431203664e-08	T1:Posterior RhSp cells_35	bf11-396	bf_00020605
1.23947664168605e-12	0.668579061804668	0.279	0.175	2.75015077257302e-08	T1:Posterior RhSp cells_35	bf6-599	bf_00012902
1.24668367843829e-12	0.4648579215135	0.513	0.383	2.76614174571887e-08	T1:Posterior RhSp cells_35	bf17-589	bf_00026018
1.27577730947335e-12	0.445419096763732	0.339	0.216	2.83069469425947e-08	T1:Posterior RhSp cells_35	bf1620-96	bf_00006075
1.34761046499368e-12	0.774542173454679	0.161	0.083	2.99007809972797e-08	T1:Posterior RhSp cells_35	bf1-395	bf_00002436
1.41055516971468e-12	0.395216415178364	0.421	0.291	3.12973981056293e-08	T1:Posterior RhSp cells_35	bf2-410	bf2_410
1.64690056506566e-12	0.353296303717156	0.527	0.39	3.65414297376768e-08	T1:Posterior RhSp cells_35	bf15-503	bf_00019465
1.70943218852467e-12	0.709589785671241	0.214	0.123	3.79288813989855e-08	T1:Posterior RhSp cells_35	bf19-618	bf_00025192
1.76962109747127e-12	1.28637073985241	0.071	0.026	3.92643529106925e-08	T1:Posterior RhSp cells_35	bf2-823	bf_00004791
1.8536096328648e-12	0.612084488875615	0.178	0.094	4.11278905340042e-08	T1:Posterior RhSp cells_35	bf1620-157	bf_00006144
1.8899510546553e-12	0.598001061614867	0.227	0.133	4.19342340006918e-08	T1:Posterior RhSp cells_35	bf8-762	bf_00010106
1.94186058026837e-12	2.28542450770439	0.037	0.009	4.30860025549945e-08	T1:Posterior RhSp cells_35	bf2-767	bf_00004738
1.94602172533069e-12	1.21508946017585	0.098	0.041	4.31783300416374e-08	T1:Posterior RhSp cells_35	bf15-1115	bf_00020101
2.00950620961521e-12	0.830655997093451	0.256	0.158	4.45869237789423e-08	T1:Posterior RhSp cells_35	bf3-35	bf_00000031
2.02196161957878e-12	0.619112517889466	0.271	0.168	4.48632844152139e-08	T1:Posterior RhSp cells_35	bf4-1245	bf_00009000
2.07090653112621e-12	0.74651998152166	0.215	0.124	4.59492741126282e-08	T1:Posterior RhSp cells_35	bf15-1097	bf_00020083
2.10128663068388e-12	0.154130265893559	0.979	0.913	4.6623347761614e-08	T1:Posterior RhSp cells_35	bf15-403	bf_00019363
2.23091977395169e-12	0.858978359225167	0.143	0.07	4.94996479444401e-08	T1:Posterior RhSp cells_35	bf1-1318	bf_00003370
2.2434728633801e-12	0.44342258699447	0.291	0.18	4.97781758926777e-08	T1:Posterior RhSp cells_35	bf8-610	bf_00009952
2.33358698920105e-12	0.527289330646859	0.288	0.18	5.17776281163929e-08	T1:Posterior RhSp cells_35	bf17-678	bf_00026118
2.66685753124555e-12	1.03149346293572	0.143	0.072	5.91722349032763e-08	T1:Posterior RhSp cells_35	bf9-658	bf_00015732
2.91083037444611e-12	1.4968662516503	0.1	0.043	6.45855043482102e-08	T1:Posterior RhSp cells_35	bf1620-686	bf_00006674
3.06871462815541e-12	0.867761289164993	0.169	0.09	6.80886401695123e-08	T1:Posterior RhSp cells_35	bf7-948	bf_00011855
3.09091129242387e-12	0.914257481331515	0.128	0.061	6.85811397563008e-08	T1:Posterior RhSp cells_35	bf3-1636	bf_00001672
3.21452137532462e-12	0.847652731897583	0.165	0.087	7.13238002757027e-08	T1:Posterior RhSp cells_35	bf15-736	bf_00019711
3.29441770225896e-12	0.747331373694726	0.16	0.083	7.30965399777217e-08	T1:Posterior RhSp cells_35	bf7-707	bf_00011602
3.30203170329423e-12	1.29609326697209	0.067	0.024	7.32654794326925e-08	T1:Posterior RhSp cells_35	bf12-455	bf_00014154
3.3826105776356e-12	1.05750849312677	0.131	0.064	7.50533634965787e-08	T1:Posterior RhSp cells_35	bf1-1298	bf_00003349
3.39622407457261e-12	0.373532048546874	0.627	0.481	7.53554197666172e-08	T1:Posterior RhSp cells_35	bf1620-848	bf_00006832
3.57548593187286e-12	0.4991940155553	0.332	0.214	7.93328818563949e-08	T1:Posterior RhSp cells_35	bf9-1121	bf9_1121
3.65880124288319e-12	0.560755664393005	0.304	0.197	8.11814819770922e-08	T1:Posterior RhSp cells_35	bf11-922	bf_00021119
4.09709972771216e-12	0.464497864269992	0.383	0.259	9.09064487584773e-08	T1:Posterior RhSp cells_35	bf11-459	bf_00020667
4.44231601356152e-12	0.351524202168235	0.7	0.557	9.85661077089031e-08	T1:Posterior RhSp cells_35	bf10-708	bf_00018391
4.80193200899113e-12	1.00464493929636	0.133	0.066	1.06545267415495e-07	T1:Posterior RhSp cells_35	bf10-2	bf_00017674
4.8194954411716e-12	0.864539565899753	0.14	0.069	1.06934964848715e-07	T1:Posterior RhSp cells_35	bf6-635	bf_00012938
5.02129144185727e-12	0.175188348801445	0.745	0.599	1.11412414511929e-07	T1:Posterior RhSp cells_35	bf19-521	bf_00025084
5.27386869479248e-12	0.912134350317971	0.148	0.076	1.17016598600056e-07	T1:Posterior RhSp cells_35	bf3-267	bf_00000280
5.37092569763655e-12	0.448455832942948	0.402	0.281	1.1917009937916e-07	T1:Posterior RhSp cells_35	bf8-1135	bf_00010487
5.73171983336974e-12	0.987290787340362	0.103	0.045	1.27175399662808e-07	T1:Posterior RhSp cells_35	bf5-1134	bf_00017551
5.74645014300755e-12	0.495547970895734	0.304	0.193	1.27502235773051e-07	T1:Posterior RhSp cells_35	bf3-1202	bf_00001212
5.77100247909247e-12	0.514144737005856	0.309	0.201	1.28047003006104e-07	T1:Posterior RhSp cells_35	bf2-1089	bf_00005059
5.79523385089218e-12	0.459657673116191	0.415	0.29	1.28584648683596e-07	T1:Posterior RhSp cells_35	bf3-739	bf_00000763
5.87183909793323e-12	0.3033894559167	0.654	0.524	1.30284365904943e-07	T1:Posterior RhSp cells_35	bf4-64	bf_00007795
6.06375394173333e-12	1.25426776880949	0.087	0.036	1.34542572459179e-07	T1:Posterior RhSp cells_35	bf1620-766	bf_00006757
6.23712949772282e-12	1.18248394358649	0.094	0.04	1.38389429295474e-07	T1:Posterior RhSp cells_35	bf2-394	bf_00004375
6.27406960031874e-12	0.334233113908336	0.583	0.437	1.39209056291872e-07	T1:Posterior RhSp cells_35	bf3-777	bf_00000805
6.47218341018418e-12	2.44872549923751	0.02	0.003	1.43604805505167e-07	T1:Posterior RhSp cells_35	bf8-158	bf_00009486
6.64510626594143e-12	0.367860899971362	0.431	0.303	1.47441617828708e-07	T1:Posterior RhSp cells_35	bf10-464	bf_00018147
6.85543966226428e-12	0.917240698205556	0.11	0.049	1.5210849522632e-07	T1:Posterior RhSp cells_35	bf2-1431	bf_00005401
6.89593205746501e-12	1.2376646985989	0.078	0.03	1.53006940491034e-07	T1:Posterior RhSp cells_35	bf2-161	bf_00004127
6.97289962798162e-12	0.514896065710847	0.296	0.187	1.54714696945656e-07	T1:Posterior RhSp cells_35	bf13-396	bf_00022941
