Ohno1	Ohno2	Symbol1	Symbol2
Numbl	Numb	ENSMUSG00000063160	ENSMUSG00000021224
Mageb3	Tro	ENSMUSG00000074881	ENSMUSG00000025272
Dusp4	Dusp1	ENSMUSG00000031530	ENSMUSG00000024190
Abca12	Abca7	ENSMUSG00000050296	ENSMUSG00000035722
Akt3	Akt2	ENSMUSG00000019699	ENSMUSG00000004056
Trp73	Trp53	ENSMUSG00000029026	ENSMUSG00000059552
Ppp1r18	Tprn	ENSMUSG00000034595	ENSMUSG00000048707
Ythdf2	Ythdf1	ENSMUSG00000040025	ENSMUSG00000038848
Mink1	Tnik	ENSMUSG00000020827	ENSMUSG00000027692
Cnga1	Cnga2	ENSMUSG00000067220	ENSMUSG00000005864
Pde4b	Pde4d	ENSMUSG00000028525	ENSMUSG00000021699
Snx1	Snx2	ENSMUSG00000032382	ENSMUSG00000034484
Magel2	Magea8	ENSMUSG00000056972	ENSMUSG00000079350
Slc16a12	Slc16a11	ENSMUSG00000009378	ENSMUSG00000040938
Col18a1	Col15a1	ENSMUSG00000001435	ENSMUSG00000028339
Grik2	Grik3	ENSMUSG00000056073	ENSMUSG00000001985
Ppp1r3d	Ppp1r3g	ENSMUSG00000049999	ENSMUSG00000050423
Csmd2	Csmd3	ENSMUSG00000028804	ENSMUSG00000022311
Zfyve16	Zfyve9	ENSMUSG00000021706	ENSMUSG00000034557
Chrnb2	Chrnb4	ENSMUSG00000027950	ENSMUSG00000035200
Cyp4f14	Cyp4a31	ENSMUSG00000024292	ENSMUSG00000028712
Jade3	Jade1	ENSMUSG00000037315	ENSMUSG00000025764
Cdh7	Cdh18	ENSMUSG00000026312	ENSMUSG00000040420
Kif7	Kif27	ENSMUSG00000050382	ENSMUSG00000060176
Tmc6	Tmc5	ENSMUSG00000025572	ENSMUSG00000030650
Gigyf1	Gigyf2	ENSMUSG00000029714	ENSMUSG00000048000
Slc5a11	Slc5a4a	ENSMUSG00000030769	ENSMUSG00000020229
Ell	Ell3	ENSMUSG00000070002	ENSMUSG00000027246
Gabra1	Gabra2	ENSMUSG00000010803	ENSMUSG00000000560
Tbc1d15	Tbc1d17	ENSMUSG00000020130	ENSMUSG00000038520
P4hb	Pdilt	ENSMUSG00000025130	ENSMUSG00000030968
Zfhx3	Zfhx4	ENSMUSG00000038872	ENSMUSG00000025255
Tbxa2r	Ptger1	ENSMUSG00000034881	ENSMUSG00000019464
Camk2d	Camk2b	ENSMUSG00000053819	ENSMUSG00000057897
Akr1b1	Akr1c20	ENSMUSG00000001642	ENSMUSG00000054757
Plcb2	Plcb1	ENSMUSG00000040061	ENSMUSG00000051177
Fundc1	Fundc2b	ENSMUSG00000025040	ENSMUSG00000074619
Ctsb	Ctsf	ENSMUSG00000021939	ENSMUSG00000083282
Wfdc6a	Spint1	ENSMUSG00000074595	ENSMUSG00000027315
Adgra2	Adgra1	ENSMUSG00000031486	ENSMUSG00000025475
Prelid3a	Prelid3b	ENSMUSG00000024530	ENSMUSG00000016257
Slc9a6	Slc9a7	ENSMUSG00000060681	ENSMUSG00000037341
Adam39	Adamdec1	ENSMUSG00000054033	ENSMUSG00000022057
Hpcal1	1700109H08Rik	ENSMUSG00000071379	ENSMUSG00000008307
Tead3	Tead2	ENSMUSG00000002249	ENSMUSG00000030796
Cyp4f39	Cyp4a12a	ENSMUSG00000061126	ENSMUSG00000066071
Hexa	Hexb	ENSMUSG00000025232	ENSMUSG00000021665
Acot12	Acot11	ENSMUSG00000021620	ENSMUSG00000034853
N4bp1	Khnyn	ENSMUSG00000031652	ENSMUSG00000047153
Slc2a7	Slc2a9	ENSMUSG00000062064	ENSMUSG00000005107
Acvr1c	Tgfbr1	ENSMUSG00000026834	ENSMUSG00000007613
Eno1	Eno3	ENSMUSG00000063524	ENSMUSG00000060600
Cdh7	Cdh24	ENSMUSG00000026312	ENSMUSG00000059674
Ephb2	Ephb4	ENSMUSG00000028664	ENSMUSG00000029710
Atp8b2	Atp8b3	ENSMUSG00000060671	ENSMUSG00000003341
Cyp4f16	Cyp4v3	ENSMUSG00000048440	ENSMUSG00000079057
Fhod3	Fhod1	ENSMUSG00000034295	ENSMUSG00000014778
Col1a2	Col5a2	ENSMUSG00000029661	ENSMUSG00000026042
Tfpi2	Tfpi	ENSMUSG00000029664	ENSMUSG00000027082
Sult3a1	Sult2a1	ENSMUSG00000069668	ENSMUSG00000078798
Lgr6	Lgr4	ENSMUSG00000042793	ENSMUSG00000050199
Gmfb	Gmfg	ENSMUSG00000062014	ENSMUSG00000060791
Cytip	Tamalin	ENSMUSG00000026832	ENSMUSG00000000531
B4galt1	B4galt3	ENSMUSG00000028413	ENSMUSG00000052423
Dock6	Dock7	ENSMUSG00000032198	ENSMUSG00000028556
Phlpp2	Phlpp1	ENSMUSG00000031732	ENSMUSG00000044340
Pdp1	Pdp2	ENSMUSG00000049225	ENSMUSG00000048371
Plekhg5	Plekhg6	ENSMUSG00000039713	ENSMUSG00000038167
Atp1b2	Atp1b3	ENSMUSG00000041329	ENSMUSG00000032412
Car11	Car7	ENSMUSG00000003273	ENSMUSG00000031883
Cops7a	Cops7b	ENSMUSG00000030127	ENSMUSG00000026240
Hmgcs2	Hmgcs1	ENSMUSG00000027875	ENSMUSG00000093930
Atp13a5	Atp13a2	ENSMUSG00000048939	ENSMUSG00000036622
Aig1	Adtrp	ENSMUSG00000019806	ENSMUSG00000058022
Stag3	Stag1	ENSMUSG00000036928	ENSMUSG00000037286
L1cam	Nfasc	ENSMUSG00000031391	ENSMUSG00000026442
Wdr20rt	Wdr20	ENSMUSG00000035560	ENSMUSG00000037957
Ssh1	Ssh2	ENSMUSG00000042121	ENSMUSG00000037926
Nuggc	Dmbt1	ENSMUSG00000061356	ENSMUSG00000047517
Rap1gap	Rap1gap2	ENSMUSG00000041351	ENSMUSG00000038807
Batf3	Batf	ENSMUSG00000026630	ENSMUSG00000034266
Npffr1	Qrfpr	ENSMUSG00000020090	ENSMUSG00000058400
Inhbc	Inhba	ENSMUSG00000025405	ENSMUSG00000041324
Mageb16	Magea8	ENSMUSG00000046942	ENSMUSG00000079350
Smarcd2	Smarcd3	ENSMUSG00000078619	ENSMUSG00000028949
Man1c1	Man1a2	ENSMUSG00000037306	ENSMUSG00000008763
Cyp4f16	Cyp4a30b	ENSMUSG00000048440	ENSMUSG00000084346
Ftl1	Fthl17b	ENSMUSG00000050708	ENSMUSG00000078208
Stk32c	Stk32a	ENSMUSG00000015981	ENSMUSG00000039954
Irf4	Irf9	ENSMUSG00000021356	ENSMUSG00000002325
Tulp3	Tulp1	ENSMUSG00000001521	ENSMUSG00000037446
Fam114a2	Fam114a1	ENSMUSG00000020523	ENSMUSG00000029185
Tcf7l2	Tcf7l1	ENSMUSG00000024985	ENSMUSG00000055799
Cd5	Lgals3bp	ENSMUSG00000024669	ENSMUSG00000033880
Nfe2l3	Nfe2	ENSMUSG00000029832	ENSMUSG00000058794
Zdhhc2	Zdhhc15	ENSMUSG00000039470	ENSMUSG00000033906
Mapk6	Mapk4	ENSMUSG00000042688	ENSMUSG00000024558
Grik3	Grik1	ENSMUSG00000001985	ENSMUSG00000022935
Rufy1	Rufy2	ENSMUSG00000020375	ENSMUSG00000020070
Usp33	Usp20	ENSMUSG00000025437	ENSMUSG00000026854
Pls3	Pls1	ENSMUSG00000016382	ENSMUSG00000049493
Oprm1	Sstr1	ENSMUSG00000000766	ENSMUSG00000035431
Msx2	Msx1	ENSMUSG00000021469	ENSMUSG00000048450
Clec4b1	Fcer2a	ENSMUSG00000030147	ENSMUSG00000005540
Coro1b	Coro2a	ENSMUSG00000024835	ENSMUSG00000028337
Kcna4	Kcna5	ENSMUSG00000042604	ENSMUSG00000045534
Mxd1	Mxd3	ENSMUSG00000001156	ENSMUSG00000021485
Rimbp2	Rimbp3	ENSMUSG00000029420	ENSMUSG00000071636
Slc6a2	Slc6a3	ENSMUSG00000055368	ENSMUSG00000021609
Fhl3	Fhl1	ENSMUSG00000032643	ENSMUSG00000023092
Rbm46	Rbm47	ENSMUSG00000033882	ENSMUSG00000070780
Lgals7	Lgals1	ENSMUSG00000053522	ENSMUSG00000068220
Arl5a	Arl5c	ENSMUSG00000036093	ENSMUSG00000038352
Itga2	Itga11	ENSMUSG00000015533	ENSMUSG00000032243
Tfap2a	Tfap2c	ENSMUSG00000021359	ENSMUSG00000028640
Coro1b	Coro1a	ENSMUSG00000024835	ENSMUSG00000030707
Atp1b2	Atp4b	ENSMUSG00000041329	ENSMUSG00000031449
Atxn7l2	Atxn7	ENSMUSG00000048997	ENSMUSG00000021738
Chst2	Chst7	ENSMUSG00000033350	ENSMUSG00000037347
Spint1	Wfdc8	ENSMUSG00000027315	ENSMUSG00000070533
P2rx7	P2rx3	ENSMUSG00000029468	ENSMUSG00000027071
Adam1a	Adam25	ENSMUSG00000072647	ENSMUSG00000071937
Arvcf	Ctnnd1	ENSMUSG00000118669	ENSMUSG00000034101
Snap91	Picalm	ENSMUSG00000033419	ENSMUSG00000039361
Fthl17a	Ftl1-ps1	ENSMUSG00000035491	ENSMUSG00000062382
Camk2g	Camk2b	ENSMUSG00000021820	ENSMUSG00000057897
Sphk1	Sphk2	ENSMUSG00000061878	ENSMUSG00000057342
Sipa1l2	Sipa1l3	ENSMUSG00000001995	ENSMUSG00000030583
Klf5	Zfp352	ENSMUSG00000005148	ENSMUSG00000070902
Maged1	Tro	ENSMUSG00000025151	ENSMUSG00000025272
Lmnb1	Lmnb2	ENSMUSG00000024590	ENSMUSG00000062075
H2ac19	H2ac1	ENSMUSG00000063954	ENSMUSG00000060081
Rcor3	Rcor2	ENSMUSG00000037395	ENSMUSG00000024968
Spam1	Hyal2	ENSMUSG00000029682	ENSMUSG00000010047
Eif1ad11	Eif1a	ENSMUSG00000095717	ENSMUSG00000057561
Mta3	Mta1	ENSMUSG00000055817	ENSMUSG00000021144
Nectin2	Smagp	ENSMUSG00000062300	ENSMUSG00000053559
Car11	Car5b	ENSMUSG00000003273	ENSMUSG00000031373
Tmem9b	Tmem9	ENSMUSG00000031021	ENSMUSG00000026411
Pdk4	Pdk2	ENSMUSG00000019577	ENSMUSG00000038967
Ero1a	Ero1b	ENSMUSG00000021831	ENSMUSG00000057069
Sox17	Sox7	ENSMUSG00000025902	ENSMUSG00000063060
Sec23ip	Ddhd2	ENSMUSG00000055319	ENSMUSG00000061313
Kank3	Kank1	ENSMUSG00000042099	ENSMUSG00000032702
Ccnl2	Ccnl1	ENSMUSG00000029068	ENSMUSG00000027829
Npas3	Npas1	ENSMUSG00000021010	ENSMUSG00000001988
Htra4	Htra2	ENSMUSG00000037406	ENSMUSG00000068329
Trib3	Trib1	ENSMUSG00000032715	ENSMUSG00000032501
Eif1ad17	Eif1ax	ENSMUSG00000096049	ENSMUSG00000067194
Msn	Rdx	ENSMUSG00000031207	ENSMUSG00000032050
Gnai2	Gnai3	ENSMUSG00000032562	ENSMUSG00000000001
Pnlip	Lpl	ENSMUSG00000046008	ENSMUSG00000015568
Bmp2	Bmp4	ENSMUSG00000027358	ENSMUSG00000021835
Fam167b	Fam167a	ENSMUSG00000050493	ENSMUSG00000035095
Asap2	Asap3	ENSMUSG00000052632	ENSMUSG00000036995
Ptpn20	Ptpn13	ENSMUSG00000021940	ENSMUSG00000034573
Dlx1	Dlx4	ENSMUSG00000041911	ENSMUSG00000020871
Pard6a	Pard6b	ENSMUSG00000005699	ENSMUSG00000044641
En1	En2	ENSMUSG00000058665	ENSMUSG00000039095
Gabra1	Gabra5	ENSMUSG00000010803	ENSMUSG00000055078
Cdh7	Cdh9	ENSMUSG00000026312	ENSMUSG00000025370
Gtf2a1l	Gtf2a1	ENSMUSG00000024154	ENSMUSG00000020962
Mageb6b1	Magea2	ENSMUSG00000094861	ENSMUSG00000055746
Tmcc2	Tmcc1	ENSMUSG00000042066	ENSMUSG00000030126
Slc5a11	Gm5134	ENSMUSG00000030769	ENSMUSG00000033255
Grm3	Grm6	ENSMUSG00000003974	ENSMUSG00000000617
Slc7a12	Slc7a15	ENSMUSG00000039710	ENSMUSG00000020600
Dcun1d5	Dcun1d4	ENSMUSG00000032002	ENSMUSG00000051674
Fam135a	Fam135b	ENSMUSG00000026153	ENSMUSG00000036800
Eif1ad11	Eif1ax	ENSMUSG00000095717	ENSMUSG00000067194
Nucb1	Nucb2	ENSMUSG00000030824	ENSMUSG00000030659
Adam34	Adamdec1	ENSMUSG00000079058	ENSMUSG00000022057
Fem1al	Fem1c	ENSMUSG00000078157	ENSMUSG00000033319
Klkb1	F7	ENSMUSG00000109764	ENSMUSG00000031443
Trpv1	Trpv4	ENSMUSG00000005952	ENSMUSG00000014158
Tph1	Tph2	ENSMUSG00000040046	ENSMUSG00000006764
Cyp4f18	Cyp4a12b	ENSMUSG00000003484	ENSMUSG00000078597
Slc5a2	Slc5a9	ENSMUSG00000030781	ENSMUSG00000028544
Unkl	Unk	ENSMUSG00000015127	ENSMUSG00000020770
Cyp4f18	Cyp4a10	ENSMUSG00000003484	ENSMUSG00000066072
Ndn	Magea3	ENSMUSG00000033585	ENSMUSG00000094196
Ndn	Magea5	ENSMUSG00000033585	ENSMUSG00000079349
Clcnkb	Clcn2	ENSMUSG00000006216	ENSMUSG00000022843
Tex21	Ccdc170	ENSMUSG00000021056	ENSMUSG00000019767
Cyp4f18	Cyp4a30b	ENSMUSG00000003484	ENSMUSG00000084346
Aldh3a2	Aldh3b2	ENSMUSG00000010025	ENSMUSG00000075296
Vdac1	Vdac3	ENSMUSG00000020402	ENSMUSG00000008892
Calm2	Calm3	ENSMUSG00000036438	ENSMUSG00000019370
Slc22a28	Slc22a7	ENSMUSG00000063590	ENSMUSG00000067144
Cdkn1a	Cdkn1c	ENSMUSG00000023067	ENSMUSG00000037664
Atp6v1b2	Atp6v1b1	ENSMUSG00000006273	ENSMUSG00000006269
Eef1akmt3	Mettl21a	ENSMUSG00000080115	ENSMUSG00000025956
Sin3b	Sin3a	ENSMUSG00000031622	ENSMUSG00000042557
Galntl6	Galnt10	ENSMUSG00000096914	ENSMUSG00000020520
Aldh3a2	Aldh1b1	ENSMUSG00000010025	ENSMUSG00000035561
Ube2e1	Ube2e3	ENSMUSG00000021774	ENSMUSG00000027011
Dnajb1	Dnajb5	ENSMUSG00000005483	ENSMUSG00000036052
Coro6	Coro2b	ENSMUSG00000020836	ENSMUSG00000041729
Akr1b1	Akr1c12	ENSMUSG00000001642	ENSMUSG00000021211
C3	AI182371	ENSMUSG00000024164	ENSMUSG00000035875
Plin2	Plin3	ENSMUSG00000028494	ENSMUSG00000024197
Kcnab3	Kcnab1	ENSMUSG00000018470	ENSMUSG00000027827
Cox4i2	Cox4i1	ENSMUSG00000009876	ENSMUSG00000031818
Nsd3	Nsd2	ENSMUSG00000054823	ENSMUSG00000057406
Cacna1i	Cacna1g	ENSMUSG00000022416	ENSMUSG00000020866
Gpc1	Gpc6	ENSMUSG00000034220	ENSMUSG00000058571
Atp10b	Atp10a	ENSMUSG00000055415	ENSMUSG00000025324
Slco2b1	Slco2a1	ENSMUSG00000030737	ENSMUSG00000032548
Dync1li1	Dync1li2	ENSMUSG00000032435	ENSMUSG00000035770
Adam5	Adam26a	ENSMUSG00000031554	ENSMUSG00000048516
Mageb3	Magea14	ENSMUSG00000074881	ENSMUSG00000031118
Larp4	Larp4b	ENSMUSG00000023025	ENSMUSG00000033499
Akr1b1	Akr1c13	ENSMUSG00000001642	ENSMUSG00000021213
Cyp4f17	Cyp4a12b	ENSMUSG00000091586	ENSMUSG00000078597
Kcna3	Kcna5	ENSMUSG00000047959	ENSMUSG00000045534
Cox7a2	Cox7a2l	ENSMUSG00000032330	ENSMUSG00000024248
Rab19	Rab43	ENSMUSG00000029923	ENSMUSG00000030055
Adam29	Adam6a	ENSMUSG00000046258	ENSMUSG00000043945
Ano4	Ano3	ENSMUSG00000035189	ENSMUSG00000074968
Adam32	Adam1b	ENSMUSG00000037437	ENSMUSG00000062438
Rpl22l1	Rpl22	ENSMUSG00000039221	ENSMUSG00000028936
Mageb4	Magea2	ENSMUSG00000035427	ENSMUSG00000055746
Sult2a6	Sult1d1	ENSMUSG00000070810	ENSMUSG00000029273
Kcnh7	Kcnh6	ENSMUSG00000059742	ENSMUSG00000001901
4930474N05Rik	Rgl1	ENSMUSG00000096405	ENSMUSG00000026482
Nmbr	Grpr	ENSMUSG00000019865	ENSMUSG00000031364
Cfap73	Ccdc42	ENSMUSG00000094282	ENSMUSG00000045915
Sfxn1	Sfxn3	ENSMUSG00000021474	ENSMUSG00000025212
Ndst4	Ndst1	ENSMUSG00000027971	ENSMUSG00000054008
Adam3	Adam6b	ENSMUSG00000031553	ENSMUSG00000051804
Coq10a	Coq10b	ENSMUSG00000039914	ENSMUSG00000025981
Trp73	Trp63	ENSMUSG00000029026	ENSMUSG00000022510
Jag2	Jag1	ENSMUSG00000002799	ENSMUSG00000027276
Cmtm3	Cmtm5	ENSMUSG00000031875	ENSMUSG00000040759
Adam1a	Adam29	ENSMUSG00000072647	ENSMUSG00000046258
Ren1	Napsa	ENSMUSG00000070645	ENSMUSG00000002204
Syp	Sypl1	ENSMUSG00000031144	ENSMUSG00000020570
Dok6	Dok4	ENSMUSG00000073514	ENSMUSG00000040631
Fhl5	Fhl4	ENSMUSG00000028259	ENSMUSG00000050035
Rassf3	Rassf1	ENSMUSG00000025795	ENSMUSG00000010067
Hcn4	Hcn1	ENSMUSG00000032338	ENSMUSG00000021730
Ndn	Mageb6b1	ENSMUSG00000033585	ENSMUSG00000094861
Qrfprl	Qrfpr	ENSMUSG00000029917	ENSMUSG00000058400
Copg1	Copg2	ENSMUSG00000030058	ENSMUSG00000025607
Nanos2	Nanos1	ENSMUSG00000051965	ENSMUSG00000072437
Adam26b	Adam6a	ENSMUSG00000063900	ENSMUSG00000043945
Cyp4f18	Cyp4a12a	ENSMUSG00000003484	ENSMUSG00000066071
Bicdl2	Bicdl1	ENSMUSG00000043782	ENSMUSG00000041609
Prps1	Prps1l3	ENSMUSG00000031432	ENSMUSG00000079104
Cyp4f17	Cyp4a10	ENSMUSG00000091586	ENSMUSG00000066072
Cdc14a	Cdc14b	ENSMUSG00000033502	ENSMUSG00000033102
Ssc5d	Lgals3bp	ENSMUSG00000035279	ENSMUSG00000033880
Slc16a13	Slc16a8	ENSMUSG00000044367	ENSMUSG00000032988
Ankrd28	Ankrd44	ENSMUSG00000014496	ENSMUSG00000052331
Unc13b	Unc13c	ENSMUSG00000028456	ENSMUSG00000062151
Cyp4f15	Cyp4a29	ENSMUSG00000073424	ENSMUSG00000083138
Sry	Sox15	ENSMUSG00000069036	ENSMUSG00000041287
Pds5a	Pds5b	ENSMUSG00000029202	ENSMUSG00000034021
Ppp1r14b	Ppp1r14d	ENSMUSG00000056612	ENSMUSG00000027317
Slit1	Slit2	ENSMUSG00000025020	ENSMUSG00000031558
Tbxa2r	Ptger3	ENSMUSG00000034881	ENSMUSG00000040016
Mmp23	Mmp12	ENSMUSG00000029061	ENSMUSG00000049723
Sec16a	Sec16b	ENSMUSG00000026924	ENSMUSG00000026589
Aadac	Aadacl4fm1	ENSMUSG00000027761	ENSMUSG00000028593
Mageb2	Tro	ENSMUSG00000073069	ENSMUSG00000025272
Adra2c	Adra2a	ENSMUSG00000045318	ENSMUSG00000033717
Atf1	Creb1	ENSMUSG00000023027	ENSMUSG00000025958
Runx1t1	Cbfa2t2	ENSMUSG00000006586	ENSMUSG00000038533
Adam3	Adam20	ENSMUSG00000031553	ENSMUSG00000046282
Necap2	Necap1	ENSMUSG00000028923	ENSMUSG00000030327
Rab11fip3	Rab11fip4	ENSMUSG00000037098	ENSMUSG00000017639
Mapk9	Mapk10	ENSMUSG00000020366	ENSMUSG00000046709
Efcab15	Cabp1	ENSMUSG00000020940	ENSMUSG00000029544
Tcf12	Tcf4	ENSMUSG00000032228	ENSMUSG00000053477
Sipa1l3	Sipa1l1	ENSMUSG00000030583	ENSMUSG00000042700
Spsb2	Spsb4	ENSMUSG00000038451	ENSMUSG00000046997
Rtn2	Rtn3	ENSMUSG00000030401	ENSMUSG00000024758
She	Shf	ENSMUSG00000046280	ENSMUSG00000033256
Nkx6-3	Nkx6-2	ENSMUSG00000063672	ENSMUSG00000041309
Pdik1l	Stk35	ENSMUSG00000050890	ENSMUSG00000037885
Cyp4f13	Cyp4b1	ENSMUSG00000024055	ENSMUSG00000028713
Sp7	Sp8	ENSMUSG00000060284	ENSMUSG00000048562
Cadm2	Cadm3	ENSMUSG00000064115	ENSMUSG00000005338
Sp6	Sp7	ENSMUSG00000038560	ENSMUSG00000060284
Mier1	Mier2	ENSMUSG00000028522	ENSMUSG00000042570
Adam32	Adam2	ENSMUSG00000037437	ENSMUSG00000022039
Pdlim5	Pdlim7	ENSMUSG00000028273	ENSMUSG00000021493
Sema6d	Sema6b	ENSMUSG00000027200	ENSMUSG00000001227
Tnfaip8	Tnfaip8l2	ENSMUSG00000062210	ENSMUSG00000013707
Wwp1	Itch	ENSMUSG00000041058	ENSMUSG00000027598
Erich6	Erich6b	ENSMUSG00000070471	ENSMUSG00000022002
Slc22a26	Slc22a7	ENSMUSG00000053303	ENSMUSG00000067144
Kif1a	Kif1b	ENSMUSG00000014602	ENSMUSG00000063077
Ptgs1	Ptgs2	ENSMUSG00000047250	ENSMUSG00000032487
Tet2	Tet1	ENSMUSG00000040943	ENSMUSG00000047146
Sox2	Sox1	ENSMUSG00000074637	ENSMUSG00000096014
Rpgrip1	Rpgrip1l	ENSMUSG00000057132	ENSMUSG00000033282
Npy4r	Npy6r	ENSMUSG00000048337	ENSMUSG00000038071
Sis	Mgam2-ps	ENSMUSG00000027790	ENSMUSG00000102802
Frmd4b	Frmd4a	ENSMUSG00000030064	ENSMUSG00000026657
Rbm38	Rbm24	ENSMUSG00000027510	ENSMUSG00000038132
Cyp4f40	Cyp4a14	ENSMUSG00000090700	ENSMUSG00000028715
Inpp5k	Inpp5j	ENSMUSG00000006127	ENSMUSG00000034570
Magea4	Tro	ENSMUSG00000033343	ENSMUSG00000025272
Fam98c	Fam98b	ENSMUSG00000030590	ENSMUSG00000027349
Nbea	Lrba	ENSMUSG00000027799	ENSMUSG00000028080
Gls2	Gls	ENSMUSG00000044005	ENSMUSG00000026103
Kmt2c	Kmt2d	ENSMUSG00000038056	ENSMUSG00000048154
Bahcc1	Tnrc18	ENSMUSG00000039741	ENSMUSG00000039477
Cyp4f40	Cyp4x1	ENSMUSG00000090700	ENSMUSG00000047155
Mkrn3	Mkrn2	ENSMUSG00000070527	ENSMUSG00000000439
Zc3h12b	Zc3h12d	ENSMUSG00000035045	ENSMUSG00000039981
Fgf8	Fgf18	ENSMUSG00000025219	ENSMUSG00000057967
Zfr2	Strbp	ENSMUSG00000034949	ENSMUSG00000026915
Ptpn5	Ptprr	ENSMUSG00000030854	ENSMUSG00000020151
Slc5a7	Slc5a4a	ENSMUSG00000023945	ENSMUSG00000020229
Fam117b	Glcci1	ENSMUSG00000041040	ENSMUSG00000029638
Egr3	Egr2	ENSMUSG00000033730	ENSMUSG00000037868
Gm5071	Magea6	ENSMUSG00000078123	ENSMUSG00000063728
Syngr2	Syngr1	ENSMUSG00000048277	ENSMUSG00000022415
Slc5a11	Slc5a10	ENSMUSG00000030769	ENSMUSG00000042371
Stat6	Stat5a	ENSMUSG00000002147	ENSMUSG00000004043
Unc5c	Unc5a	ENSMUSG00000059921	ENSMUSG00000025876
Kat6b	Kat6a	ENSMUSG00000021767	ENSMUSG00000031540
Opcml	Iglon5	ENSMUSG00000062257	ENSMUSG00000013367
Hcfc1	Hcfc2	ENSMUSG00000031386	ENSMUSG00000020246
Eomes	Tbr1	ENSMUSG00000032446	ENSMUSG00000035033
Ptpn12	Ptpn22	ENSMUSG00000028771	ENSMUSG00000027843
Egr1	Egr2	ENSMUSG00000038418	ENSMUSG00000037868
Irs1	Irs4	ENSMUSG00000055980	ENSMUSG00000054667
Tpm1	Tpm4	ENSMUSG00000032366	ENSMUSG00000031799
Prss51	F10	ENSMUSG00000052099	ENSMUSG00000031444
Egfl8	Egfl7	ENSMUSG00000015467	ENSMUSG00000026921
Slc6a11	Slc6a8	ENSMUSG00000030307	ENSMUSG00000019558
Cdh7	Cdh5	ENSMUSG00000026312	ENSMUSG00000031871
Flvcr2	Flvcr1	ENSMUSG00000034258	ENSMUSG00000066595
Gfod1	Gfod2	ENSMUSG00000051335	ENSMUSG00000013150
Mef2d	Mef2b	ENSMUSG00000001419	ENSMUSG00000079033
Nbeal2	Nbeal1	ENSMUSG00000056724	ENSMUSG00000073664
Rcan2	Rcan1	ENSMUSG00000039601	ENSMUSG00000022951
Eno1b	Eno3	ENSMUSG00000059040	ENSMUSG00000060600
Hhipl2	Hhipl1	ENSMUSG00000053461	ENSMUSG00000021260
Pitpnm3	Pitpnm1	ENSMUSG00000040543	ENSMUSG00000024851
Jak2	Jak3	ENSMUSG00000024789	ENSMUSG00000031805
Atp2c2	Atp1a1	ENSMUSG00000034112	ENSMUSG00000033161
Gabra6	Gabra5	ENSMUSG00000020428	ENSMUSG00000055078
Ckmt2	Ckm	ENSMUSG00000021622	ENSMUSG00000030399
Adra2b	Or56a3b	ENSMUSG00000058620	ENSMUSG00000095248
Slc6a8	Slc6a6	ENSMUSG00000019558	ENSMUSG00000030096
Stmn1	Stmn2	ENSMUSG00000028832	ENSMUSG00000027500
Soat2	Soat1	ENSMUSG00000023045	ENSMUSG00000026600
Dlg2	Dlg1	ENSMUSG00000052572	ENSMUSG00000022770
Myh9	Myh11	ENSMUSG00000022443	ENSMUSG00000018830
Homer2	Homer3	ENSMUSG00000025813	ENSMUSG00000003573
Cblb	Cbl	ENSMUSG00000022637	ENSMUSG00000034342
Lfng	Mfng	ENSMUSG00000029570	ENSMUSG00000018169
Sult5a1	Sult2a1	ENSMUSG00000000739	ENSMUSG00000078798
Cdh7	Cdh11	ENSMUSG00000026312	ENSMUSG00000031673
Six3	Six5	ENSMUSG00000038805	ENSMUSG00000040841
Msi2	Msi1	ENSMUSG00000069769	ENSMUSG00000054256
Tox	Tox4	ENSMUSG00000041272	ENSMUSG00000016831
Slc9a3	Slc9a2	ENSMUSG00000036123	ENSMUSG00000026062
Ypel1	Ypel4	ENSMUSG00000022773	ENSMUSG00000034059
Col2a1	Col5a2	ENSMUSG00000022483	ENSMUSG00000026042
Gpr137b	Gpr137c	ENSMUSG00000021306	ENSMUSG00000049092
Marchf8	Marchf1	ENSMUSG00000025702	ENSMUSG00000036469
Abcb11	Abcb1b	ENSMUSG00000027048	ENSMUSG00000028970
Rhag	Rhbg	ENSMUSG00000023926	ENSMUSG00000104445
Eif4g1	Eif4g3	ENSMUSG00000045983	ENSMUSG00000028760
Dok1	Dok2	ENSMUSG00000068335	ENSMUSG00000022102
Slc39a8	Slc39a14	ENSMUSG00000053897	ENSMUSG00000022094
Ets2	Ets1	ENSMUSG00000022895	ENSMUSG00000032035
Myof	Fer1l5	ENSMUSG00000048612	ENSMUSG00000037432
Glb1	Glb1l	ENSMUSG00000045594	ENSMUSG00000026200
Adam5	Gm4787	ENSMUSG00000031554	ENSMUSG00000072974
Fer1l6	Fer1l4	ENSMUSG00000037106	ENSMUSG00000013338
Chl1	Nfasc	ENSMUSG00000030077	ENSMUSG00000026442
Cdh22	Cdh5	ENSMUSG00000053166	ENSMUSG00000031871
Ppp2r2d	Ppp2r2c	ENSMUSG00000041769	ENSMUSG00000029120
Nr1h5	Nr1h3	ENSMUSG00000048938	ENSMUSG00000002108
Slc1a3	Slc1a7	ENSMUSG00000005360	ENSMUSG00000008932
Tspan4	Cd53	ENSMUSG00000025511	ENSMUSG00000040747
Elavl1	Elavl3	ENSMUSG00000040028	ENSMUSG00000003410
Larp1b	Larp1	ENSMUSG00000025762	ENSMUSG00000037331
