Ohno1	Ohno2	Symbol1	Symbol2
RALGAPA2	RALGAPA1	RALGAPA2	RALGAPA1
LRRC4	LRRC4B	LRRC4	LRRC4B
ELMO3	ELMO1	ELMO3	ELMO1
ABLIM1	ABLIM3	ABLIM1	ABLIM3
RAF1	BRAF	RAF1	BRAF
PIK3C2B	PIK3C2A	PIK3C2B	PIK3C2A
PITPNM3	PITPNM2	PITPNM3	PITPNM2
PER3	PER2	PER3	PER2
SMARCD2	SMARCD1	SMARCD2	SMARCD1
NHSL1	NHS	NHSL1	NHS
RSPO4	RSPO3	RSPO4	RSPO3
KCNB2	KCNB1	KCNB2	KCNB1
OSBPL7	OSBPL6	OSBPL7	OSBPL6
BRD3	BRD2	BRD3	BRD2
TMEM170A	TMEM170B	TMEM170A	TMEM170B
ABHD17C	ABHD17A	ABHD17C	ABHD17A
AUTS2	LOC110087928	AUTS2	LOC110087928
TJP2	TJP3	TJP2	TJP3
HCK	LCK	HCK	LCK
NFIB	NFIA	NFIB	NFIA
RAMP2	RAMP1	RAMP2	RAMP1
MAML3	MAML1	MAML3	MAML1
SH2B3	SH2B1	SH2B3	SH2B1
HTR4	HRH2	HTR4	HRH2
SCNN1A	SCNN1G	SCNN1A	SCNN1G
NIPAL3	NIPAL2	NIPAL3	NIPAL2
LOC110083896	NDST1	LOC110083896	NDST1
SLC38A2	SLC38A3	SLC38A2	SLC38A3
DAPK2	DAPK1	DAPK2	DAPK1
GNB4	GNB3	GNB4	GNB3
AMZ2	AMZ1	AMZ2	AMZ1
LOC110085647	LOC110086482	LOC110085647	LOC110086482
PPP1R9B	PPP1R9A	PPP1R9B	PPP1R9A
ATG4D	ATG4C	ATG4D	ATG4C
PRELID3A	PRELID3B	PRELID3A	PRELID3B
PRLR	CNTFR	PRLR	CNTFR
CACNB3	CACNB1	CACNB3	CACNB1
LYN	HCK	LYN	HCK
PRKCI	PRKCZ	PRKCI	PRKCZ
DNM1	DNM2	DNM1	DNM2
CLSTN1	CLSTN3	CLSTN1	CLSTN3
MARCH4	MARCH9	MARCH4	MARCH9
ENO3	ENO1	ENO3	ENO1
PTCH2	PTCH1	PTCH2	PTCH1
LOC110074986	CDKN1A	LOC110074986	CDKN1A
LOC110082080	PCDH18	LOC110082080	PCDH18
RAVER2	RAVER1	RAVER2	RAVER1
PDP1	PDP2	PDP1	PDP2
HIF3A	HIF1A	HIF3A	HIF1A
SYNGR2	SYNGR3	SYNGR2	SYNGR3
ACACB	ACACA	ACACB	ACACA
ARHGAP29	GMIP	ARHGAP29	GMIP
HNRNPLL	HNRNPL	HNRNPLL	HNRNPL
FCHO1	FCHO2	FCHO1	FCHO2
MOGAT1	LOC110074308	MOGAT1	LOC110074308
HNRNPAB	HNRNPDL	HNRNPAB	HNRNPDL
KCNN3	KCNN1	KCNN3	KCNN1
TNRC6A	TNRC6C	TNRC6A	TNRC6C
CLCN3	CLCN5	CLCN3	CLCN5
CRISPLD1	CRISPLD2	CRISPLD1	CRISPLD2
LOC110082805	ATP8B2	LOC110082805	ATP8B2
STX4	STX3	STX4	STX3
PAIP2B	PAIP2	PAIP2B	PAIP2
HDAC4	HDAC7	HDAC4	HDAC7
DOC2A	DOC2B	DOC2A	DOC2B
BCL2L1	BCL2	BCL2L1	BCL2
SOCS3	SOCS2	SOCS3	SOCS2
TENM3	TENM2	TENM3	TENM2
TNFAIP8L2	TNFAIP8L1	TNFAIP8L2	TNFAIP8L1
YWHAE	YWHAG	YWHAE	YWHAG
LOC110078506	MCL1	LOC110078506	MCL1
INPP5D	INPPL1	INPP5D	INPPL1
PTGER1	PTGFR	PTGER1	PTGFR
KIF3C	KIF3B	KIF3C	KIF3B
FST	FSTL3	FST	FSTL3
TEC	ITK	TEC	ITK
SLC26A10	SLC26A5	SLC26A10	SLC26A5
GATAD2A	GATAD2B	GATAD2A	GATAD2B
SMTNL2	SMTN	SMTNL2	SMTN
RGL3	RGL2	RGL3	RGL2
PDE7A	PDE7B	PDE7A	PDE7B
LOC110091118	CASQ1	LOC110091118	CASQ1
PPP1R18	TPRN	PPP1R18	TPRN
LGI3	LGI1	LGI3	LGI1
MTMR4	MTMR3	MTMR4	MTMR3
LOC110079927	TTLL8	LOC110079927	TTLL8
SNAP91	LOC110074281	SNAP91	LOC110074281
ADGRA3	ADGRA1	ADGRA3	ADGRA1
CNR2	CNR1	CNR2	CNR1
ARRDC4	ARRDC2	ARRDC4	ARRDC2
PLCL2	PLCL1	PLCL2	PLCL1
FGF16	FGF9	FGF16	FGF9
BGN	ASPN	BGN	ASPN
STX7	STX12	STX7	STX12
NCKAP5	NCKAP5L	NCKAP5	NCKAP5L
LOC110073187	LOC110072619	LOC110073187	LOC110072619
CAPN11	CAPN2	CAPN11	CAPN2
LOC110074423	MIP	LOC110074423	MIP
SOS2	SOS1	SOS2	SOS1
ANKDD1A	ANKDD1B	ANKDD1A	ANKDD1B
P2RX3	P2RX1	P2RX3	P2RX1
LOC110086016	PPP1R9B	LOC110086016	PPP1R9B
HMGB2	HMGB1	HMGB2	HMGB1
MCF2	MCF2L	MCF2	MCF2L
ST6GALNAC3	ST6GALNAC6	ST6GALNAC3	ST6GALNAC6
FUBP3	KHSRP	FUBP3	KHSRP
LIN28A	LIN28B	LIN28A	LIN28B
SAP30L	SAP30	SAP30L	SAP30
SLC29A1	SLC29A2	SLC29A1	SLC29A2
HOXB3	HOXA3	HOXB3	HOXA3
ASXL3	ASXL2	ASXL3	ASXL2
AVPR2	OXTR	AVPR2	OXTR
TMEM106A	TMEM106C	TMEM106A	TMEM106C
FHL2	FHL3	FHL2	FHL3
EPB41L2	EPB41L3	EPB41L2	EPB41L3
EFNA1	EFNA2	EFNA1	EFNA2
ITGAL	ITGA10	ITGAL	ITGA10
P2RX6	P2RX5	P2RX6	P2RX5
CARD11	CARD14	CARD11	CARD14
CCDC28A	CCDC28B	CCDC28A	CCDC28B
DUSP7	DUSP9	DUSP7	DUSP9
SBF1	SBF2	SBF1	SBF2
ERC1	ERC2	ERC1	ERC2
OSBPL3	OSBPL6	OSBPL3	OSBPL6
ST3GAL1	ST3GAL2	ST3GAL1	ST3GAL2
SCRN3	SCRN2	SCRN3	SCRN2
ITIH6	LOC110080622	ITIH6	LOC110080622
FOXK1	FOXK2	FOXK1	FOXK2
BRWD1	BRWD3	BRWD1	BRWD3
GRHL2	GRHL3	GRHL2	GRHL3
CCDC69	MTUS2	CCDC69	MTUS2
LOC110089676	TMPRSS4	LOC110089676	TMPRSS4
KDM4B	KDM4C	KDM4B	KDM4C
CAMKK1	CAMKK2	CAMKK1	CAMKK2
FGF9	FGF20	FGF9	FGF20
PHRF1	SCAF11	PHRF1	SCAF11
RPS6KA2	RPS6KA1	RPS6KA2	RPS6KA1
CLIC5	CLIC3	CLIC5	CLIC3
SEC24A	SEC24B	SEC24A	SEC24B
PSTPIP1	PSTPIP2	PSTPIP1	PSTPIP2
SEC14L5	SEC14L1	SEC14L5	SEC14L1
CISD2	CISD1	CISD2	CISD1
PCSK5	LOC110084442	PCSK5	LOC110084442
KCNJ6	KCNJ5	KCNJ6	KCNJ5
GPC6	GPC1	GPC6	GPC1
GAL3ST3	GAL3ST2	GAL3ST3	GAL3ST2
TEC	BTK	TEC	BTK
IRF2BP2	IRF2BP1	IRF2BP2	IRF2BP1
LOC110082398	ZYX	LOC110082398	ZYX
ITGB4	ITGB8	ITGB4	ITGB8
RWDD2A	RWDD2B	RWDD2A	RWDD2B
UGGT1	UGGT2	UGGT1	UGGT2
MAP4K3	MAP4K1	MAP4K3	MAP4K1
MCOLN2	MCOLN1	MCOLN2	MCOLN1
CLSTN2	CLSTN1	CLSTN2	CLSTN1
ADD2	ADD1	ADD2	ADD1
KCNH7	KCNH6	KCNH7	KCNH6
TUBB3	TUBB1	TUBB3	TUBB1
PPEF2	PPEF1	PPEF2	PPEF1
ATF7IP	ATF7IP2	ATF7IP	ATF7IP2
TRPM3	TRPM7	TRPM3	TRPM7
KDELR2	KDELR1	KDELR2	KDELR1
SLC26A2	SLC26A9	SLC26A2	SLC26A9
PCNX2	PCNX3	PCNX2	PCNX3
HCN4	HCN2	HCN4	HCN2
CELSR2	CELSR3	CELSR2	CELSR3
FAM114A1	FAM114A2	FAM114A1	FAM114A2
PHF3	DIDO1	PHF3	DIDO1
CRB2	CRB1	CRB2	CRB1
GOLT1B	GOLT1A	GOLT1B	GOLT1A
IP6K1	IP6K2	IP6K1	IP6K2
TPH2	PAH	TPH2	PAH
TMEM106A	TMEM106B	TMEM106A	TMEM106B
MYT1	ST18	MYT1	ST18
AVPR1A	AVPR1B	AVPR1A	AVPR1B
EYA1	EYA4	EYA1	EYA4
RAB11A	RAB25	RAB11A	RAB25
GRM6	GRM7	GRM6	GRM7
RMDN2	RMDN3	RMDN2	RMDN3
ELK4	ELK3	ELK4	ELK3
DLG4	LOC110087113	DLG4	LOC110087113
HS6ST2	HS6ST3	HS6ST2	HS6ST3
TAOK1	TAOK2	TAOK1	TAOK2
ZHX3	HOMEZ	ZHX3	HOMEZ
HOXA7	HOXB7	HOXA7	HOXB7
ESPNL	ESPN	ESPNL	ESPN
CRACR2A	CRACR2B	CRACR2A	CRACR2B
GRIN2A	GRIN2C	GRIN2A	GRIN2C
TRPM3	TRPM1	TRPM3	TRPM1
FGFR2	FGFR3	FGFR2	FGFR3
TNNT2	TNNT3	TNNT2	TNNT3
BNIP3	BNIP3L	BNIP3	BNIP3L
PHC1	PHC3	PHC1	PHC3
ABLIM1	DMTN	ABLIM1	DMTN
EFNB2	EFNB3	EFNB2	EFNB3
CLVS1	CLVS2	CLVS1	CLVS2
PPP1R3G	PPP1R3D	PPP1R3G	PPP1R3D
KCNN1	KCNN4	KCNN1	KCNN4
LOC110077251	LOC110079246	LOC110077251	LOC110079246
IKZF1	IKZF4	IKZF1	IKZF4
KLF2	LOC110073791	KLF2	LOC110073791
CCND1	CCND3	CCND1	CCND3
FBXO11	FBXO10	FBXO11	FBXO10
LOC110072998	ELOA	LOC110072998	ELOA
CNIH3	CNIH2	CNIH3	CNIH2
CABP2	LOC110078476	CABP2	LOC110078476
LOC110086420	LOC110087409	LOC110086420	LOC110087409
ZNF592	ZNF687	ZNF592	ZNF687
SYPL2	SYP	SYPL2	SYP
MEX3D	MEX3A	MEX3D	MEX3A
ARID1B	ARID1A	ARID1B	ARID1A
FYN	YES1	FYN	YES1
CDH22	CDH6	CDH22	CDH6
LOC110089266	CAPN12	LOC110089266	CAPN12
KIF5C	KIF5A	KIF5C	KIF5A
DLL1	DLL3	DLL1	DLL3
MYO18B	MYO18A	MYO18B	MYO18A
RFXANK	ANKRA2	RFXANK	ANKRA2
LEPROTL1	LEPROT	LEPROTL1	LEPROT
ITPR1	ITPR3	ITPR1	ITPR3
RPH3A	DOC2A	RPH3A	DOC2A
LOC110079006	PLA2G4A	LOC110079006	PLA2G4A
P2RX3	P2RX4	P2RX3	P2RX4
BTD	VNN1	BTD	VNN1
NDST2	LOC110072807	NDST2	LOC110072807
ARF3	ARF1	ARF3	ARF1
ATP2B4	ATP2B3	ATP2B4	ATP2B3
FBN2	FBN3	FBN2	FBN3
PDZRN4	PDZD4	PDZRN4	PDZD4
LTBP3	LOC110089038	LTBP3	LOC110089038
LOXL4	LOXL3	LOXL4	LOXL3
MYL1	LOC110074831	MYL1	LOC110074831
DOPEY2	DOPEY1	DOPEY2	DOPEY1
EHMT1	EHMT2	EHMT1	EHMT2
DGKI	DGKZ	DGKI	DGKZ
SNAP91	PICALM	SNAP91	PICALM
EFNA3	EFNA2	EFNA3	EFNA2
HS6ST1	HS6ST2	HS6ST1	HS6ST2
AGR2	TXNDC12	AGR2	TXNDC12
UBTD2	UBTD1	UBTD2	UBTD1
ODF2L	ODF2	ODF2L	ODF2
ADAMTS14	ADAMTS2	ADAMTS14	ADAMTS2
MYH9	MYH10	MYH9	MYH10
ASXL1	ASXL2	ASXL1	ASXL2
RXRA	RXRB	RXRA	RXRB
COL1A2	COL1A1	COL1A2	COL1A1
SCRN1	SCRN2	SCRN1	SCRN2
MXD1	MXD4	MXD1	MXD4
LONRF1	LONRF3	LONRF1	LONRF3
CHD1	CHD2	CHD1	CHD2
DNTT	POLM	DNTT	POLM
PDCD4	LOC110079794	PDCD4	LOC110079794
FGF18	FGF8	FGF18	FGF8
KCND2	KCND3	KCND2	KCND3
LSM14A	LSM14B	LSM14A	LSM14B
CSRNP3	CSRNP2	CSRNP3	CSRNP2
STX1A	STX1B	STX1A	STX1B
SIM2	SIM1	SIM2	SIM1
RPL3	RPL3L	RPL3	RPL3L
ALX4	ALX1	ALX4	ALX1
GDPD4	GDPD2	GDPD4	GDPD2
CSRP2	CSRP3	CSRP2	CSRP3
TAOK3	TAOK2	TAOK3	TAOK2
EGFL6	NPNT	EGFL6	NPNT
AFF4	AFF3	AFF4	AFF3
NUCB2	NUCB1	NUCB2	NUCB1
CAMTA2	CAMTA1	CAMTA2	CAMTA1
ST3GAL1	LOC110073366	ST3GAL1	LOC110073366
ZFP36L1	ZFP36	ZFP36L1	ZFP36
JAKMIP3	JAKMIP1	JAKMIP3	JAKMIP1
AQP1	AQP2	AQP1	AQP2
SLC15A4	SLC15A3	SLC15A4	SLC15A3
AQP11	LOC110075296	AQP11	LOC110075296
CALB2	CALB1	CALB2	CALB1
SCAF1	PHRF1	SCAF1	PHRF1
TNRC6B	TNRC6C	TNRC6B	TNRC6C
OLFM3	OLFM2	OLFM3	OLFM2
NR1H2	NR1H3	NR1H2	NR1H3
HOXA2	HOXB2	HOXA2	HOXB2
SLC8A2	SLC8A3	SLC8A2	SLC8A3
IKZF3	IKZF4	IKZF3	IKZF4
STK25	STK26	STK25	STK26
KMT2A	KMT2B	KMT2A	KMT2B
SLC19A3	SLC19A1	SLC19A3	SLC19A1
TOX4	TOX2	TOX4	TOX2
TPPP	TPPP3	TPPP	TPPP3
MBNL1	MBNL3	MBNL1	MBNL3
EML3	EML4	EML3	EML4
ABHD17A	ABHD17B	ABHD17A	ABHD17B
INHBE	INHBB	INHBE	INHBB
STX2	STX1B	STX2	STX1B
FARP1	FARP2	FARP1	FARP2
CASR	TAS1R2	CASR	TAS1R2
NFASC	CHL1	NFASC	CHL1
PROX2	PROX1	PROX2	PROX1
BRD9	BRD7	BRD9	BRD7
NTF3	BDNF	NTF3	BDNF
CYTH4	CYTH1	CYTH4	CYTH1
SHC1	SHC4	SHC1	SHC4
ADAM22	ADAM11	ADAM22	ADAM11
LMCD1	TES	LMCD1	TES
DPYSL3	CRMP1	DPYSL3	CRMP1
NDST2	NDST1	NDST2	NDST1
GRIK2	GRIK3	GRIK2	GRIK3
PLPPR5	PLPPR1	PLPPR5	PLPPR1
GRM4	GRM8	GRM4	GRM8
GRK3	GRK2	GRK3	GRK2
ZNRF3	RNF43	ZNRF3	RNF43
TPM2	TPM1	TPM2	TPM1
SS18L1	SS18	SS18L1	SS18
NFIB	NFIC	NFIB	NFIC
NR1D1	NR1D2	NR1D1	NR1D2
LYSMD2	LYSMD1	LYSMD2	LYSMD1
RFX1	RFX2	RFX1	RFX2
SOX9	SOX10	SOX9	SOX10
BNC2	BNC1	BNC2	BNC1
MPP6	MPP2	MPP6	MPP2
AIF1L	AIF1	AIF1L	AIF1
ACTL6B	ACTL6A	ACTL6B	ACTL6A
LOC110081163	LOC110091054	LOC110081163	LOC110091054
CAMSAP1	CAMSAP2	CAMSAP1	CAMSAP2
LOC110080195	LOC110079722	LOC110080195	LOC110079722
RPS6KC1	RPS6KL1	RPS6KC1	RPS6KL1
SLC6A16	LOC110080883	SLC6A16	LOC110080883
P2RX4	P2RX6	P2RX4	P2RX6
ALDH1A3	LOC110081706	ALDH1A3	LOC110081706
LOC110090010	CYFIP1	LOC110090010	CYFIP1
RGS19	RGS20	RGS19	RGS20
GREM1	GREM2	GREM1	GREM2
FOXN4	FOXN1	FOXN4	FOXN1
MAP3K10	MAP3K11	MAP3K10	MAP3K11
SOX9	SOX8	SOX9	SOX8
TAF4	TAF4B	TAF4	TAF4B
KLC3	KLC2	KLC3	KLC2
CAPN12	CAPN9	CAPN12	CAPN9
SLC26A9	SLC26A1	SLC26A9	SLC26A1
ACSL5	ACSL1	ACSL5	ACSL1
WNT8B	WNT8A	WNT8B	WNT8A
SORCS2	SORCS3	SORCS2	SORCS3
ABCB5	LOC110070296	ABCB5	LOC110070296
LONRF2	LONRF1	LONRF2	LONRF1
LOC110086482	LOC110087663	LOC110086482	LOC110087663
RHCG	LOC110084155	RHCG	LOC110084155
RPS6KA6	RPS6KA1	RPS6KA6	RPS6KA1
PRR12	QSER1	PRR12	QSER1
TOR3A	TOR2A	TOR3A	TOR2A
WEE1	WEE2	WEE1	WEE2
AQP1	MIP	AQP1	MIP
APBB3	APBB1	APBB3	APBB1
ENTPD5	ENTPD6	ENTPD5	ENTPD6
AKAP7	LOC110079420	AKAP7	LOC110079420
MTUS1	MTUS2	MTUS1	MTUS2
RNF166	RNF125	RNF166	RNF125
LOC110078989	PLA2G4A	LOC110078989	PLA2G4A
MDH1B	MDH1	MDH1B	MDH1
KCNG1	KCNG2	KCNG1	KCNG2
FAM3A	FAM3C	FAM3A	FAM3C
HOXB3	HOXD3	HOXB3	HOXD3
KLF11	KLF10	KLF11	KLF10
FAM89A	FAM89B	FAM89A	FAM89B
SSTR5	SSTR2	SSTR5	SSTR2
CSNK1E	CSNK1D	CSNK1E	CSNK1D
PPP1R3B	PPP1R3C	PPP1R3B	PPP1R3C
LOXL2	LOXL3	LOXL2	LOXL3
HEXB	HEXA	HEXB	HEXA
HOXD11	HOXC11	HOXD11	HOXC11
NAV3	NAV2	NAV3	NAV2
SLC16A1	SLC16A7	SLC16A1	SLC16A7
STX1B	STX3	STX1B	STX3
RAC2	RAC3	RAC2	RAC3
SRC	LYN	SRC	LYN
SCN1A	LOC110071939	SCN1A	LOC110071939
PLA2G12A	PLA2G12B	PLA2G12A	PLA2G12B
GPR27	GPR85	GPR27	GPR85
RHBDL3	RHBDL1	RHBDL3	RHBDL1
SHH	DHH	SHH	DHH
SLC24A4	SLC24A5	SLC24A4	SLC24A5
LOC110079406	KCNJ6	LOC110079406	KCNJ6
FN3K	FN3KRP	FN3K	FN3KRP
RGL1	RALGDS	RGL1	RALGDS
BCL7C	BCL7B	BCL7C	BCL7B
TGFB2	TGFB3	TGFB2	TGFB3
EFNA4	EFNA5	EFNA4	EFNA5
SLIT3	SLIT2	SLIT3	SLIT2
SLC25A30	SLC25A14	SLC25A30	SLC25A14
LOC110089645	MAPK14	LOC110089645	MAPK14
HDAC9	HDAC5	HDAC9	HDAC5
FOXP2	FOXP4	FOXP2	FOXP4
PDK4	PDK3	PDK4	PDK3
LOC110072807	NDST1	LOC110072807	NDST1
TACC3	TACC2	TACC3	TACC2
L3MBTL3	LOC110082283	L3MBTL3	LOC110082283
TRIM55	TRIM54	TRIM55	TRIM54
FUNDC2	FUNDC1	FUNDC2	FUNDC1
AZIN1	ODC1	AZIN1	ODC1
RASD2	RASD1	RASD2	RASD1
MYOCD	MKL2	MYOCD	MKL2
NAB1	NAB2	NAB1	NAB2
LOC110083189	NIPSNAP1	LOC110083189	NIPSNAP1
LOC110080570	MFSD14A	LOC110080570	MFSD14A
ONECUT1	ONECUT3	ONECUT1	ONECUT3
ATP1B2	ATP1B3	ATP1B2	ATP1B3
GRM8	GRM6	GRM8	GRM6
ST6GALNAC5	ST6GALNAC4	ST6GALNAC5	ST6GALNAC4
FMN1	FMN2	FMN1	FMN2
RPS6KB2	RPS6KB1	RPS6KB2	RPS6KB1
SFRP5	SFRP1	SFRP5	SFRP1
GORASP1	GORASP2	GORASP1	GORASP2
ITPR3	ITPR2	ITPR3	ITPR2
PARP6	PARP8	PARP6	PARP8
KCNJ10	KCNJ11	KCNJ10	KCNJ11
WWC3	WWC2	WWC3	WWC2
NR4A2	NR4A1	NR4A2	NR4A1
TGFBR1	ACVR1B	TGFBR1	ACVR1B
LOC110088645	MTMR7	LOC110088645	MTMR7
BTF3	BTF3L4	BTF3	BTF3L4
LOC110073043	ZIC2	LOC110073043	ZIC2
ITGA6	ITGA3	ITGA6	ITGA3
CHD6	CHD9	CHD6	CHD9
R3HDM1	ARPP21	R3HDM1	ARPP21
RAP2C	RAP2A	RAP2C	RAP2A
CNIH1	CNIH3	CNIH1	CNIH3
PGM2L1	PGM2	PGM2L1	PGM2
LOC110086601	ADAM28	LOC110086601	ADAM28
COL11A1	COL5A1	COL11A1	COL5A1
AFF1	AFF3	AFF1	AFF3
AGFG2	AGFG1	AGFG2	AGFG1
OTOF	LOC110073403	OTOF	LOC110073403
AGPAT3	AGPAT4	AGPAT3	AGPAT4
ARHGEF15	ARHGEF26	ARHGEF15	ARHGEF26
VDAC3	VDAC2	VDAC3	VDAC2
LTK	ALK	LTK	ALK
RASSF3	RASSF1	RASSF3	RASSF1
MICALL2	MICALL1	MICALL2	MICALL1
TCF7	LEF1	TCF7	LEF1
GIGYF2	GIGYF1	GIGYF2	GIGYF1
CELF5	CELF4	CELF5	CELF4
AK3	AK4	AK3	AK4
ST3GAL6	ST3GAL3	ST3GAL6	ST3GAL3
EHD4	LOC110087553	EHD4	LOC110087553
FAM98A	FAM98C	FAM98A	FAM98C
EIF4A1	EIF4A2	EIF4A1	EIF4A2
CNNM4	CNNM2	CNNM4	CNNM2
SCUBE2	SCUBE3	SCUBE2	SCUBE3
GABRA2	GABRA6	GABRA2	GABRA6
EPS8L2	EPS8	EPS8L2	EPS8
PFKFB2	PFKFB4	PFKFB2	PFKFB4
SRC	LCK	SRC	LCK
YIPF7	YIPF5	YIPF7	YIPF5
EZR	RDX	EZR	RDX
LIMK1	LIMK2	LIMK1	LIMK2
EPHA8	EPHA7	EPHA8	EPHA7
KDM4A	KDM4C	KDM4A	KDM4C
LOC110078172	MNX1	LOC110078172	MNX1
SSH3	SSH2	SSH3	SSH2
LOC110086928	LOC110075926	LOC110086928	LOC110075926
LOC110081979	LOC110086427	LOC110081979	LOC110086427
TAB3	TAB2	TAB3	TAB2
LOC110087670	LOC110081409	LOC110087670	LOC110081409
SMARCC1	SMARCC2	SMARCC1	SMARCC2
DMXL2	DMXL1	DMXL2	DMXL1
TSPAN31	TSPAN13	TSPAN31	TSPAN13
MBD5	MBD6	MBD5	MBD6
RTN4	RTN3	RTN4	RTN3
ARRDC2	ARRDC3	ARRDC2	ARRDC3
KCTD13	KCTD10	KCTD13	KCTD10
HOXD9	HOXB9	HOXD9	HOXB9
ZHX3	ZHX2	ZHX3	ZHX2
HNF1A	HNF1B	HNF1A	HNF1B
LOC110074451	LOC110078231	LOC110074451	LOC110078231
PRLR	GHR	PRLR	GHR
LIMS1	LIMS2	LIMS1	LIMS2
TAOK1	TAOK3	TAOK1	TAOK3
GALR2	GALR3	GALR2	GALR3
HOMER2	HOMER1	HOMER2	HOMER1
PTGER1	PTGER3	PTGER1	PTGER3
PLXDC1	PLXDC2	PLXDC1	PLXDC2
TMBIM7P	GRINA	TMBIM7P	GRINA
DNASE2B	DNASE2	DNASE2B	DNASE2
MAP4K1	MAP4K2	MAP4K1	MAP4K2
TEAD3	TEAD1	TEAD3	TEAD1
GALNT6	GALNT3	GALNT6	GALNT3
RIMS2	RIMS1	RIMS2	RIMS1
ATP2B2	ATP2B1	ATP2B2	ATP2B1
IGF1	INS	IGF1	INS
RPGRIP1	RPGRIP1L	RPGRIP1	RPGRIP1L
SDC2	SDC4	SDC2	SDC4
RUNX3	RUNX2	RUNX3	RUNX2
NONO	SFPQ	NONO	SFPQ
PPFIA2	PPFIA4	PPFIA2	PPFIA4
CPLX3	CPLX1	CPLX3	CPLX1
ZMYM3	ZMYM2	ZMYM3	ZMYM2
LOC110073143	LOC110091055	LOC110073143	LOC110091055
LOC110075921	LOC110075055	LOC110075921	LOC110075055
SHC3	SHC1	SHC3	SHC1
TBL1XR1	TBL1X	TBL1XR1	TBL1X
ATXN2L	ATXN2	ATXN2L	ATXN2
LOC110072571	SLC1A7	LOC110072571	SLC1A7
PTBP3	PTBP2	PTBP3	PTBP2
LAPTM4A	LAPTM4B	LAPTM4A	LAPTM4B
DNAJC18	DNAJB12	DNAJC18	DNAJB12
KCNJ12	KCNJ14	KCNJ12	KCNJ14
BAZ2A	BAZ2B	BAZ2A	BAZ2B
LOC110077226	TMOD4	LOC110077226	TMOD4
LOC110075230	LOC110071417	LOC110075230	LOC110071417
DPF1	DPF2	DPF1	DPF2
SLC9A6	SLC9A9	SLC9A6	SLC9A9
BCO2	BCO1	BCO2	BCO1
KCNK12	KCNK13	KCNK12	KCNK13
BOLL	DAZL	BOLL	DAZL
SH3GLB1	SH3GLB2	SH3GLB1	SH3GLB2
DNAH9	DNAH17	DNAH9	DNAH17
COL1A1	COL5A2	COL1A1	COL5A2
LIPC	LPL	LIPC	LPL
DPYSL3	DPYSL4	DPYSL3	DPYSL4
NANOS1	NANOS3	NANOS1	NANOS3
RBMS1	RBMS2	RBMS1	RBMS2
MYF5	MYOD1	MYF5	MYOD1
ADGRA1	ADGRA2	ADGRA1	ADGRA2
CSRNP1	CSRNP2	CSRNP1	CSRNP2
CUNH15orf52	CCDC9	CUNH15orf52	CCDC9
SEC61A1	SEC61A2	SEC61A1	SEC61A2
EPHB2	EPHA7	EPHB2	EPHA7
STIM1	STIM2	STIM1	STIM2
RAB3B	RAB3D	RAB3B	RAB3D
ROCK1	ROCK2	ROCK1	ROCK2
ANP32B	ANP32A	ANP32B	ANP32A
HOXD9	HOXC9	HOXD9	HOXC9
CELF3	CELF5	CELF3	CELF5
CPNE5	CPNE8	CPNE5	CPNE8
GRIN3A	GRIN3B	GRIN3A	GRIN3B
COQ10B	COQ10A	COQ10B	COQ10A
B4GALNT3	B4GALNT4	B4GALNT3	B4GALNT4
PYGL	PYGB	PYGL	PYGB
SENP7	SENP6	SENP7	SENP6
E2F3	E2F6	E2F3	E2F6
NCAM1	NCAM2	NCAM1	NCAM2
CALCR	CALCRL	CALCR	CALCRL
CCNL2	CCNL1	CCNL2	CCNL1
TLE4	LOC110079284	TLE4	LOC110079284
GABRG1	GABRG2	GABRG1	GABRG2
KCNS2	KCNS3	KCNS2	KCNS3
SLC26A8	SLC26A2	SLC26A8	SLC26A2
GPM6A	GPM6B	GPM6A	GPM6B
DENND6B	DENND6A	DENND6B	DENND6A
NMUR2	GHSR	NMUR2	GHSR
NFE2	NFE2L1	NFE2	NFE2L1
PRPSAP2	PRPSAP1	PRPSAP2	PRPSAP1
KCNK9	KCNK15	KCNK9	KCNK15
RING1	RNF2	RING1	RNF2
RSPO4	RSPO2	RSPO4	RSPO2
ARFGAP2	ARFGAP3	ARFGAP2	ARFGAP3
ELAVL2	ELAVL3	ELAVL2	ELAVL3
KCNIP1	KCNIP3	KCNIP1	KCNIP3
JAG1	JAG2	JAG1	JAG2
PDK1	PDK3	PDK1	PDK3
CYTH1	LOC110078512	CYTH1	LOC110078512
CACNA1I	CACNA1G	CACNA1I	CACNA1G
FAM189A1	FAM189B	FAM189A1	FAM189B
ARFGEF2	ARFGEF1	ARFGEF2	ARFGEF1
TBC1D10C	TBC1D10B	TBC1D10C	TBC1D10B
SMPD5	SMPD3	SMPD5	SMPD3
COQ8B	COQ8A	COQ8B	COQ8A
NLGN2	NLGN4X	NLGN2	NLGN4X
SLIT1	SLIT3	SLIT1	SLIT3
SNAP25	SNAP23	SNAP25	SNAP23
USP11	USP4	USP11	USP4
B4GALT1	B4GALT3	B4GALT1	B4GALT3
LLGL2	LLGL1	LLGL2	LLGL1
LOC110077225	TMOD4	LOC110077225	TMOD4
TSPO	TSPO2	TSPO	TSPO2
PARD6G	PARD6B	PARD6G	PARD6B
CHPT1	CEPT1	CHPT1	CEPT1
QSOX1	QSOX2	QSOX1	QSOX2
